
=== TestCase7 case7\fail2\basic2 Fail execution 2 ===
{traceId=e5ca24eca91c5440, spanId=e5ca24eca91c5440, hostName=ts-preserve-other-service, srcName=null, src=null, host=ts-preserve-other-service, clock={"ts-preserve-other-service":1}, event=ts-preserve-other-service.PreserveOtherController.preserve, type=sr, parentId=, timestamp=1517211522454000, }
{traceId=e5ca24eca91c5440, spanId=13dc0dee0302ec4a, hostName=ts-order-other-service, destName=ts-travel2-service, host=ts-order-other-service, clock={"ts-basic-service":24,"ts-travel2-service":10,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":12,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":12,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-travel2-service, event=ts-order-other-service.OrderOtherController.calculateSoldTicket, type=ss, parentId=5915051092882a0c, timestamp=1517211522717000, }
{traceId=e5ca24eca91c5440, spanId=13dc0dee0302ec4a, hostName=ts-travel2-service, srcName=ts-order-other-service, src=ts-order-other-service, host=ts-travel2-service, clock={"ts-basic-service":24,"ts-travel2-service":11,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":12,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":12,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cr, parentId=5915051092882a0c, timestamp=1517211522720000, }
{traceId=e5ca24eca91c5440, spanId=b0e2e1cf869f603c, hostName=ts-travel2-service, destName=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":24,"ts-travel2-service":12,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":12,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":12,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cs, parentId=5915051092882a0c, timestamp=1517211522721000, }
{traceId=e5ca24eca91c5440, spanId=b0e2e1cf869f603c, hostName=ts-ticketinfo-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":24,"ts-travel2-service":12,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":12,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":13,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=5915051092882a0c, timestamp=1517211522722000, }
{traceId=e5ca24eca91c5440, spanId=d12c6d147b8f88d7, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":24,"ts-travel2-service":12,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":12,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":14,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=b0e2e1cf869f603c, timestamp=1517211522723000, }
{traceId=e5ca24eca91c5440, spanId=d12c6d147b8f88d7, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":25,"ts-travel2-service":12,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":12,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":14,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=b0e2e1cf869f603c, timestamp=1517211522724500, }
{traceId=e5ca24eca91c5440, spanId=57f678a83ff9e060, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":26,"ts-travel2-service":12,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":12,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":14,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=d12c6d147b8f88d7, timestamp=1517211522726500, }
{traceId=e5ca24eca91c5440, spanId=57f678a83ff9e060, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":26,"ts-travel2-service":12,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":13,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":14,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-station-service.StationController.queryForId, type=sr, parentId=d12c6d147b8f88d7, timestamp=1517211522727500, }
{traceId=e5ca24eca91c5440, spanId=57f678a83ff9e060, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":26,"ts-travel2-service":12,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":14,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":14,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=d12c6d147b8f88d7, timestamp=1517211522730500, }
{traceId=e5ca24eca91c5440, spanId=57f678a83ff9e060, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":27,"ts-travel2-service":12,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":14,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":14,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=d12c6d147b8f88d7, timestamp=1517211522731500, }
{traceId=e5ca24eca91c5440, spanId=d12c6d147b8f88d7, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":28,"ts-travel2-service":12,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":14,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":14,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=b0e2e1cf869f603c, timestamp=1517211522732500, }
{traceId=e5ca24eca91c5440, spanId=d12c6d147b8f88d7, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":28,"ts-travel2-service":12,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":14,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":15,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=b0e2e1cf869f603c, timestamp=1517211522734000, }
{traceId=e5ca24eca91c5440, spanId=b0e2e1cf869f603c, hostName=ts-ticketinfo-service, destName=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":28,"ts-travel2-service":12,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":14,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":16,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-travel2-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=5915051092882a0c, timestamp=1517211522736000, }
{traceId=e5ca24eca91c5440, spanId=b0e2e1cf869f603c, hostName=ts-travel2-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":28,"ts-travel2-service":13,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":14,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":16,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cr, parentId=5915051092882a0c, timestamp=1517211522737000, }
{traceId=e5ca24eca91c5440, spanId=c90c4466768e07cb, hostName=ts-travel2-service, destName=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":28,"ts-travel2-service":14,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":14,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":16,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cs, parentId=5915051092882a0c, timestamp=1517211522738000, }
{traceId=e5ca24eca91c5440, spanId=c90c4466768e07cb, hostName=ts-ticketinfo-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":28,"ts-travel2-service":14,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":14,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":17,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=5915051092882a0c, timestamp=1517211522738500, }
{traceId=e5ca24eca91c5440, spanId=460f74403fd91941, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":28,"ts-travel2-service":14,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":14,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":18,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=c90c4466768e07cb, timestamp=1517211522739500, }
{traceId=e5ca24eca91c5440, spanId=460f74403fd91941, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":29,"ts-travel2-service":14,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":14,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":18,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=c90c4466768e07cb, timestamp=1517211522741000, }
{traceId=e5ca24eca91c5440, spanId=36b5d13ae9ab89b8, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":30,"ts-travel2-service":14,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":14,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":18,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=460f74403fd91941, timestamp=1517211522742000, }
{traceId=e5ca24eca91c5440, spanId=36b5d13ae9ab89b8, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":30,"ts-travel2-service":14,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":15,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":18,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-station-service.StationController.queryForId, type=sr, parentId=460f74403fd91941, timestamp=1517211522742500, }
{traceId=e5ca24eca91c5440, spanId=36b5d13ae9ab89b8, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":30,"ts-travel2-service":14,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":18,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=460f74403fd91941, timestamp=1517211522746500, }
{traceId=e5ca24eca91c5440, spanId=36b5d13ae9ab89b8, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":31,"ts-travel2-service":14,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":18,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=460f74403fd91941, timestamp=1517211522747000, }
{traceId=e5ca24eca91c5440, spanId=460f74403fd91941, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":32,"ts-travel2-service":14,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":18,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=c90c4466768e07cb, timestamp=1517211522748000, }
{traceId=e5ca24eca91c5440, spanId=460f74403fd91941, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":32,"ts-travel2-service":14,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":19,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=c90c4466768e07cb, timestamp=1517211522749500, }
{traceId=e5ca24eca91c5440, spanId=c90c4466768e07cb, hostName=ts-ticketinfo-service, destName=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":32,"ts-travel2-service":14,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":20,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-travel2-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=5915051092882a0c, timestamp=1517211522751500, }
{traceId=e5ca24eca91c5440, spanId=c90c4466768e07cb, hostName=ts-travel2-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":32,"ts-travel2-service":15,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":20,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cr, parentId=5915051092882a0c, timestamp=1517211522752000, }
{traceId=e5ca24eca91c5440, spanId=452fa1cc5eecd5bd, hostName=ts-travel2-service, destName=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":32,"ts-travel2-service":16,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":20,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cs, parentId=5915051092882a0c, timestamp=1517211522754000, }
{traceId=e5ca24eca91c5440, spanId=452fa1cc5eecd5bd, hostName=ts-ticketinfo-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":32,"ts-travel2-service":16,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":21,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=5915051092882a0c, timestamp=1517211522755000, }
{traceId=e5ca24eca91c5440, spanId=8d5ffad4137dd83e, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":32,"ts-travel2-service":16,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":22,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=452fa1cc5eecd5bd, timestamp=1517211522756000, }
{traceId=e5ca24eca91c5440, spanId=8d5ffad4137dd83e, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":33,"ts-travel2-service":16,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":22,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=452fa1cc5eecd5bd, timestamp=1517211522757000, }
{traceId=e5ca24eca91c5440, spanId=3cc0d1549b65d436, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":34,"ts-travel2-service":16,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":22,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=8d5ffad4137dd83e, timestamp=1517211522759000, }
{traceId=e5ca24eca91c5440, spanId=3cc0d1549b65d436, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":34,"ts-travel2-service":16,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":17,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":22,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-station-service.StationController.queryForId, type=sr, parentId=8d5ffad4137dd83e, timestamp=1517211522760000, }
{traceId=e5ca24eca91c5440, spanId=3cc0d1549b65d436, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":34,"ts-travel2-service":16,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":22,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=8d5ffad4137dd83e, timestamp=1517211522763000, }
{traceId=e5ca24eca91c5440, spanId=3cc0d1549b65d436, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":35,"ts-travel2-service":16,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":22,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=8d5ffad4137dd83e, timestamp=1517211522764000, }
{traceId=e5ca24eca91c5440, spanId=8d5ffad4137dd83e, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":36,"ts-travel2-service":16,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":22,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=452fa1cc5eecd5bd, timestamp=1517211522765000, }
{traceId=e5ca24eca91c5440, spanId=8d5ffad4137dd83e, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":36,"ts-travel2-service":16,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":23,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=452fa1cc5eecd5bd, timestamp=1517211522766000, }
{traceId=e5ca24eca91c5440, spanId=452fa1cc5eecd5bd, hostName=ts-ticketinfo-service, destName=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":36,"ts-travel2-service":16,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":24,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-travel2-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=5915051092882a0c, timestamp=1517211522767000, }
{traceId=e5ca24eca91c5440, spanId=452fa1cc5eecd5bd, hostName=ts-travel2-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":36,"ts-travel2-service":17,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":24,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cr, parentId=5915051092882a0c, timestamp=1517211522768000, }
{traceId=e5ca24eca91c5440, spanId=57ea19589d53042e, hostName=ts-travel2-service, destName=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":36,"ts-travel2-service":18,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":24,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cs, parentId=5915051092882a0c, timestamp=1517211522769000, }
{traceId=e5ca24eca91c5440, spanId=57ea19589d53042e, hostName=ts-ticketinfo-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":36,"ts-travel2-service":18,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":25,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=5915051092882a0c, timestamp=1517211522770000, }
{traceId=e5ca24eca91c5440, spanId=3668f2c3153f9755, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":36,"ts-travel2-service":18,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":26,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=57ea19589d53042e, timestamp=1517211522772000, }
{traceId=e5ca24eca91c5440, spanId=3668f2c3153f9755, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":37,"ts-travel2-service":18,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":26,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=57ea19589d53042e, timestamp=1517211522773000, }
{traceId=e5ca24eca91c5440, spanId=8b5a8a94d8a63ec3, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":38,"ts-travel2-service":18,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":26,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=3668f2c3153f9755, timestamp=1517211522775000, }
{traceId=e5ca24eca91c5440, spanId=8b5a8a94d8a63ec3, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":38,"ts-travel2-service":18,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":19,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":26,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-station-service.StationController.queryForId, type=sr, parentId=3668f2c3153f9755, timestamp=1517211522776000, }
{traceId=e5ca24eca91c5440, spanId=8b5a8a94d8a63ec3, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":38,"ts-travel2-service":18,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":26,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=3668f2c3153f9755, timestamp=1517211522779000, }
{traceId=e5ca24eca91c5440, spanId=8b5a8a94d8a63ec3, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":39,"ts-travel2-service":18,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":26,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=3668f2c3153f9755, timestamp=1517211522780000, }
{traceId=e5ca24eca91c5440, spanId=3668f2c3153f9755, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":40,"ts-travel2-service":18,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":26,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=57ea19589d53042e, timestamp=1517211522781000, }
