
=== TestCase8 case8\fail2\basic2 Fail execution 2 ===
{traceId=83b6ff8b6771316a, spanId=83b6ff8b6771316a, hostName=ts-preserve-other-service, srcName=null, src=null, host=ts-preserve-other-service, clock={"ts-preserve-other-service":1}, event=ts-preserve-other-service.PreserveOtherController.preserve, type=sr, parentId=, timestamp=1517212101075000, }
{traceId=83b6ff8b6771316a, spanId=7d60a5afeefe2f8d, hostName=ts-sso-service, srcName=ts-contacts-service, src=ts-contacts-service, host=ts-sso-service, clock={"ts-preserve-other-service":6,"ts-contacts-service":2,"ts-order-service":2,"ts-sso-service":3,"ts-security-service":6,"ts-order-other-service":2}, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=sr, parentId=d1e979e82d4fa046, timestamp=1517212101176000, }
{traceId=83b6ff8b6771316a, spanId=7d60a5afeefe2f8d, hostName=ts-sso-service, destName=ts-contacts-service, host=ts-sso-service, clock={"ts-preserve-other-service":6,"ts-contacts-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-contacts-service, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=ss, parentId=d1e979e82d4fa046, timestamp=1517212101181000, }
{traceId=83b6ff8b6771316a, spanId=7d60a5afeefe2f8d, hostName=ts-contacts-service, srcName=ts-sso-service, src=ts-sso-service, host=ts-contacts-service, clock={"ts-preserve-other-service":6,"ts-contacts-service":3,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-contacts-service.FuckContactsController.getContactsByContactsId, type=cr, parentId=d1e979e82d4fa046, timestamp=1517212101183500, }
{traceId=83b6ff8b6771316a, spanId=d1e979e82d4fa046, hostName=ts-contacts-service, destName=ts-preserve-other-service, host=ts-contacts-service, clock={"ts-preserve-other-service":6,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-preserve-other-service, event=ts-contacts-service.FuckContactsController.getContactsByContactsId, type=ss, parentId=83b6ff8b6771316a, timestamp=1517212101188500, }
{traceId=83b6ff8b6771316a, spanId=d1e979e82d4fa046, hostName=ts-preserve-other-service, srcName=ts-contacts-service, src=ts-contacts-service, host=ts-preserve-other-service, clock={"ts-preserve-other-service":7,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-preserve-other-service.PreserveOtherController.preserve, type=cr, parentId=83b6ff8b6771316a, timestamp=1517212101196000, }
{traceId=83b6ff8b6771316a, spanId=b7b0f31482a7b8a7, hostName=ts-preserve-other-service, destName=ts-travel2-service, host=ts-preserve-other-service, clock={"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-travel2-service, event=ts-preserve-other-service.PreserveOtherController.preserve, type=cs, parentId=83b6ff8b6771316a, timestamp=1517212101198000, }
{traceId=83b6ff8b6771316a, spanId=b7b0f31482a7b8a7, hostName=ts-travel2-service, srcName=ts-preserve-other-service, src=ts-preserve-other-service, host=ts-travel2-service, clock={"ts-travel2-service":1,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=sr, parentId=83b6ff8b6771316a, timestamp=1517212101206500, }
{traceId=83b6ff8b6771316a, spanId=ee82dd5c7ba4b9bf, hostName=ts-travel2-service, destName=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-travel2-service":2,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cs, parentId=b7b0f31482a7b8a7, timestamp=1517212101211500, }
{traceId=83b6ff8b6771316a, spanId=ee82dd5c7ba4b9bf, hostName=ts-ticketinfo-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-travel2-service":2,"ts-ticketinfo-service":1,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=b7b0f31482a7b8a7, timestamp=1517212101214000, }
{traceId=83b6ff8b6771316a, spanId=a643d29393369187, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-travel2-service":2,"ts-ticketinfo-service":2,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=ee82dd5c7ba4b9bf, timestamp=1517212101216000, }
{traceId=83b6ff8b6771316a, spanId=a643d29393369187, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":1,"ts-travel2-service":2,"ts-ticketinfo-service":2,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=ee82dd5c7ba4b9bf, timestamp=1517212101218000, }
{traceId=83b6ff8b6771316a, spanId=08f55e5032572db8, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":2,"ts-travel2-service":2,"ts-ticketinfo-service":2,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=a643d29393369187, timestamp=1517212101221000, }
{traceId=83b6ff8b6771316a, spanId=08f55e5032572db8, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":2,"ts-travel2-service":2,"ts-ticketinfo-service":2,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":1,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-station-service.StationController.queryForId, type=sr, parentId=a643d29393369187, timestamp=1517212101222500, }
{traceId=83b6ff8b6771316a, spanId=08f55e5032572db8, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":2,"ts-travel2-service":2,"ts-ticketinfo-service":2,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=a643d29393369187, timestamp=1517212101226500, }
{traceId=83b6ff8b6771316a, spanId=08f55e5032572db8, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":3,"ts-travel2-service":2,"ts-ticketinfo-service":2,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=a643d29393369187, timestamp=1517212101228000, }
{traceId=83b6ff8b6771316a, spanId=a643d29393369187, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":4,"ts-travel2-service":2,"ts-ticketinfo-service":2,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=ee82dd5c7ba4b9bf, timestamp=1517212101230000, }
{traceId=83b6ff8b6771316a, spanId=a643d29393369187, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":4,"ts-travel2-service":2,"ts-ticketinfo-service":3,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=ee82dd5c7ba4b9bf, timestamp=1517212101232000, }
{traceId=83b6ff8b6771316a, spanId=ee82dd5c7ba4b9bf, hostName=ts-ticketinfo-service, destName=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":4,"ts-travel2-service":2,"ts-ticketinfo-service":4,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-travel2-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=b7b0f31482a7b8a7, timestamp=1517212101233000, }
{traceId=83b6ff8b6771316a, spanId=ee82dd5c7ba4b9bf, hostName=ts-travel2-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":4,"ts-travel2-service":3,"ts-ticketinfo-service":4,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cr, parentId=b7b0f31482a7b8a7, timestamp=1517212101235500, }
{traceId=83b6ff8b6771316a, spanId=63c7053c5901715b, hostName=ts-travel2-service, destName=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":4,"ts-travel2-service":4,"ts-ticketinfo-service":4,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cs, parentId=b7b0f31482a7b8a7, timestamp=1517212101236500, }
{traceId=83b6ff8b6771316a, spanId=63c7053c5901715b, hostName=ts-ticketinfo-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":4,"ts-travel2-service":4,"ts-ticketinfo-service":5,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=b7b0f31482a7b8a7, timestamp=1517212101237000, }
{traceId=83b6ff8b6771316a, spanId=28a054d36bdad1e4, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":4,"ts-travel2-service":4,"ts-ticketinfo-service":6,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=63c7053c5901715b, timestamp=1517212101239000, }
{traceId=83b6ff8b6771316a, spanId=28a054d36bdad1e4, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":5,"ts-travel2-service":4,"ts-ticketinfo-service":6,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=63c7053c5901715b, timestamp=1517212101240000, }
{traceId=83b6ff8b6771316a, spanId=79d5b53247558d5b, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":6,"ts-travel2-service":4,"ts-ticketinfo-service":6,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=28a054d36bdad1e4, timestamp=1517212101242000, }
{traceId=83b6ff8b6771316a, spanId=79d5b53247558d5b, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":6,"ts-travel2-service":4,"ts-ticketinfo-service":6,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":3,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-station-service.StationController.queryForId, type=sr, parentId=28a054d36bdad1e4, timestamp=1517212101243000, }
{traceId=83b6ff8b6771316a, spanId=79d5b53247558d5b, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":6,"ts-travel2-service":4,"ts-ticketinfo-service":6,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=28a054d36bdad1e4, timestamp=1517212101246000, }
{traceId=83b6ff8b6771316a, spanId=79d5b53247558d5b, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":7,"ts-travel2-service":4,"ts-ticketinfo-service":6,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=28a054d36bdad1e4, timestamp=1517212101247000, }
{traceId=83b6ff8b6771316a, spanId=28a054d36bdad1e4, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":8,"ts-travel2-service":4,"ts-ticketinfo-service":6,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=63c7053c5901715b, timestamp=1517212101248000, }
{traceId=83b6ff8b6771316a, spanId=28a054d36bdad1e4, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":8,"ts-travel2-service":4,"ts-ticketinfo-service":7,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=63c7053c5901715b, timestamp=1517212101249000, }
{traceId=83b6ff8b6771316a, spanId=63c7053c5901715b, hostName=ts-ticketinfo-service, destName=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":8,"ts-travel2-service":4,"ts-ticketinfo-service":8,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-travel2-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=b7b0f31482a7b8a7, timestamp=1517212101250000, }
{traceId=83b6ff8b6771316a, spanId=63c7053c5901715b, hostName=ts-travel2-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":8,"ts-travel2-service":5,"ts-ticketinfo-service":8,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cr, parentId=b7b0f31482a7b8a7, timestamp=1517212101250500, }
{traceId=83b6ff8b6771316a, spanId=bc8233dc092076fb, hostName=ts-travel2-service, destName=ts-route-service, host=ts-travel2-service, clock={"ts-basic-service":8,"ts-travel2-service":6,"ts-ticketinfo-service":8,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-route-service, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cs, parentId=b7b0f31482a7b8a7, timestamp=1517212101251500, }
{traceId=83b6ff8b6771316a, spanId=bc8233dc092076fb, hostName=ts-route-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-route-service, clock={"ts-basic-service":8,"ts-travel2-service":6,"ts-ticketinfo-service":8,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":4,"ts-route-service":1,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-route-service.RouteController.queryById, type=sr, parentId=b7b0f31482a7b8a7, timestamp=1517212101253500, }
{traceId=83b6ff8b6771316a, spanId=bc8233dc092076fb, hostName=ts-route-service, destName=ts-travel2-service, host=ts-route-service, clock={"ts-basic-service":8,"ts-travel2-service":6,"ts-ticketinfo-service":8,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":4,"ts-route-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-travel2-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=b7b0f31482a7b8a7, timestamp=1517212101257500, }
{traceId=83b6ff8b6771316a, spanId=bc8233dc092076fb, hostName=ts-travel2-service, srcName=ts-route-service, src=ts-route-service, host=ts-travel2-service, clock={"ts-basic-service":8,"ts-travel2-service":7,"ts-ticketinfo-service":8,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":4,"ts-route-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cr, parentId=b7b0f31482a7b8a7, timestamp=1517212101259500, }
{traceId=83b6ff8b6771316a, spanId=86c0f0780608e470, hostName=ts-travel2-service, destName=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":8,"ts-travel2-service":8,"ts-ticketinfo-service":8,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":4,"ts-route-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cs, parentId=b7b0f31482a7b8a7, timestamp=1517212101260500, }
{traceId=83b6ff8b6771316a, spanId=86c0f0780608e470, hostName=ts-ticketinfo-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":8,"ts-travel2-service":8,"ts-ticketinfo-service":9,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":4,"ts-route-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForTravel, type=sr, parentId=b7b0f31482a7b8a7, timestamp=1517212101262000, }
{traceId=83b6ff8b6771316a, spanId=8aa211582ec10c82, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":8,"ts-travel2-service":8,"ts-ticketinfo-service":10,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":4,"ts-route-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForTravel, type=cs, parentId=86c0f0780608e470, timestamp=1517212101263000, }
{traceId=83b6ff8b6771316a, spanId=8aa211582ec10c82, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":9,"ts-travel2-service":8,"ts-ticketinfo-service":10,"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-station-service":4,"ts-route-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-security-service":6,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForTravel, type=sr, parentId=86c0f0780608e470, timestamp=1517212101264500, }
