
=== TestCase1 case1\fail1\basic-1 Fail execution 1 ===
{traceId=e3eb6990a3b4388c, spanId=e3eb6990a3b4388c, hostName=ts-travel-service, srcName=null, src=null, host=ts-travel-service, clock={"ts-travel-service":1}, event=ts-travel-service.TravelController.query, type=sr, parentId=, timestamp=1516934006615000, }
{traceId=e3eb6990a3b4388c, spanId=2509d9b49a6ef949, hostName=ts-ticketinfo-service, destName=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":4,"ts-station-service":4}, dest=ts-travel-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=e3eb6990a3b4388c, timestamp=1516934006661000, }
{traceId=e3eb6990a3b4388c, spanId=2509d9b49a6ef949, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":5,"ts-station-service":4}, event=ts-travel-service.TravelController.query, type=cr, parentId=e3eb6990a3b4388c, timestamp=1516934006663000, }
{traceId=e3eb6990a3b4388c, spanId=7340e3555a26b15f, hostName=ts-travel-service, destName=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":6,"ts-station-service":4}, dest=ts-route-service, event=ts-travel-service.TravelController.query, type=cs, parentId=e3eb6990a3b4388c, timestamp=1516934006666000, }
{traceId=e3eb6990a3b4388c, spanId=7340e3555a26b15f, hostName=ts-route-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":6,"ts-station-service":4,"ts-route-service":1}, event=ts-route-service.RouteController.queryById, type=sr, parentId=e3eb6990a3b4388c, timestamp=1516934006667500, }
{traceId=e3eb6990a3b4388c, spanId=7340e3555a26b15f, hostName=ts-route-service, destName=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":6,"ts-station-service":4,"ts-route-service":2}, dest=ts-travel-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=e3eb6990a3b4388c, timestamp=1516934006671500, }
{traceId=e3eb6990a3b4388c, spanId=7340e3555a26b15f, hostName=ts-travel-service, srcName=ts-route-service, src=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":7,"ts-station-service":4,"ts-route-service":2}, event=ts-travel-service.TravelController.query, type=cr, parentId=e3eb6990a3b4388c, timestamp=1516934006673000, }
{traceId=e3eb6990a3b4388c, spanId=6b8b0ad3cf5006b5, hostName=ts-travel-service, destName=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":8,"ts-station-service":4,"ts-route-service":2}, dest=ts-route-service, event=ts-travel-service.TravelController.query, type=cs, parentId=e3eb6990a3b4388c, timestamp=1516934006674000, }
{traceId=e3eb6990a3b4388c, spanId=6b8b0ad3cf5006b5, hostName=ts-route-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":8,"ts-station-service":4,"ts-route-service":3}, event=ts-route-service.RouteController.queryById, type=sr, parentId=e3eb6990a3b4388c, timestamp=1516934006675500, }
{traceId=e3eb6990a3b4388c, spanId=6b8b0ad3cf5006b5, hostName=ts-route-service, destName=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":8,"ts-station-service":4,"ts-route-service":4}, dest=ts-travel-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=e3eb6990a3b4388c, timestamp=1516934006679500, }
{traceId=e3eb6990a3b4388c, spanId=1dd94d5d5c458e7d, hostName=ts-travel-service, destName=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":9,"ts-station-service":4,"ts-route-service":2}, dest=ts-route-service, event=ts-travel-service.TravelController.query, type=cs, parentId=e3eb6990a3b4388c, timestamp=1516934006681000, }
{traceId=e3eb6990a3b4388c, spanId=6b8b0ad3cf5006b5, hostName=ts-travel-service, srcName=ts-route-service, src=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":10,"ts-station-service":4,"ts-route-service":4}, event=ts-travel-service.TravelController.query, type=cr, parentId=e3eb6990a3b4388c, timestamp=1516934006681000, }
{traceId=e3eb6990a3b4388c, spanId=1dd94d5d5c458e7d, hostName=ts-route-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":9,"ts-station-service":4,"ts-route-service":5}, event=ts-route-service.RouteController.queryById, type=sr, parentId=e3eb6990a3b4388c, timestamp=1516934006682500, }
{traceId=e3eb6990a3b4388c, spanId=1dd94d5d5c458e7d, hostName=ts-route-service, destName=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":9,"ts-station-service":4,"ts-route-service":6}, dest=ts-travel-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=e3eb6990a3b4388c, timestamp=1516934006685500, }
{traceId=e3eb6990a3b4388c, spanId=1dd94d5d5c458e7d, hostName=ts-travel-service, srcName=ts-route-service, src=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":11,"ts-station-service":4,"ts-route-service":6}, event=ts-travel-service.TravelController.query, type=cr, parentId=e3eb6990a3b4388c, timestamp=1516934006687000, }
{traceId=e3eb6990a3b4388c, spanId=fc42ae7d15911ebd, hostName=ts-travel-service, destName=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":12,"ts-station-service":4,"ts-route-service":6}, dest=ts-route-service, event=ts-travel-service.TravelController.query, type=cs, parentId=e3eb6990a3b4388c, timestamp=1516934006688000, }
{traceId=e3eb6990a3b4388c, spanId=fc42ae7d15911ebd, hostName=ts-route-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":12,"ts-station-service":4,"ts-route-service":7}, event=ts-route-service.RouteController.queryById, type=sr, parentId=e3eb6990a3b4388c, timestamp=1516934006690500, }
{traceId=e3eb6990a3b4388c, spanId=fc42ae7d15911ebd, hostName=ts-route-service, destName=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":12,"ts-station-service":4,"ts-route-service":8}, dest=ts-travel-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=e3eb6990a3b4388c, timestamp=1516934006694500, }
{traceId=e3eb6990a3b4388c, spanId=fc42ae7d15911ebd, hostName=ts-travel-service, srcName=ts-route-service, src=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":13,"ts-station-service":4,"ts-route-service":8}, event=ts-travel-service.TravelController.query, type=cr, parentId=e3eb6990a3b4388c, timestamp=1516934006697000, }
{traceId=e3eb6990a3b4388c, spanId=1e3bf926827dd869, hostName=ts-travel-service, destName=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":14,"ts-station-service":4,"ts-route-service":8}, dest=ts-route-service, event=ts-travel-service.TravelController.query, type=cs, parentId=e3eb6990a3b4388c, timestamp=1516934006698000, }
{traceId=e3eb6990a3b4388c, spanId=1e3bf926827dd869, hostName=ts-route-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":14,"ts-station-service":4,"ts-route-service":9}, event=ts-route-service.RouteController.queryById, type=sr, parentId=e3eb6990a3b4388c, timestamp=1516934006699500, }
{traceId=e3eb6990a3b4388c, spanId=1e3bf926827dd869, hostName=ts-route-service, destName=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":14,"ts-station-service":4,"ts-route-service":10}, dest=ts-travel-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=e3eb6990a3b4388c, timestamp=1516934006702500, }
{traceId=e3eb6990a3b4388c, spanId=1e3bf926827dd869, hostName=ts-travel-service, srcName=ts-route-service, src=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":15,"ts-station-service":4,"ts-route-service":10}, event=ts-travel-service.TravelController.query, type=cr, parentId=e3eb6990a3b4388c, timestamp=1516934006704000, }
{traceId=e3eb6990a3b4388c, spanId=453c6c27afef8fd8, hostName=ts-travel-service, destName=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":8,"ts-travel-service":16,"ts-station-service":4,"ts-route-service":10}, dest=ts-ticketinfo-service, event=ts-travel-service.TravelController.query, type=cs, parentId=e3eb6990a3b4388c, timestamp=1516934006705000, }
{traceId=e3eb6990a3b4388c, spanId=453c6c27afef8fd8, hostName=ts-ticketinfo-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":9,"ts-travel-service":16,"ts-station-service":4,"ts-route-service":10}, event=ts-ticketinfo-service.TicketInfoController.queryForTravel, type=sr, parentId=e3eb6990a3b4388c, timestamp=1516934006706500, }
{traceId=e3eb6990a3b4388c, spanId=4c091d6de351de1b, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":8,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-station-service":4,"ts-route-service":10}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForTravel, type=cs, parentId=453c6c27afef8fd8, timestamp=1516934006708500, }
{traceId=e3eb6990a3b4388c, spanId=4c091d6de351de1b, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":9,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-station-service":4,"ts-route-service":10}, event=ts-basic-service.BasicController.queryForTravel, type=sr, parentId=453c6c27afef8fd8, timestamp=1516934006710000, }
{traceId=e3eb6990a3b4388c, spanId=78453d9e949f0b87, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":10,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-station-service":4,"ts-route-service":10}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForTravel, type=cs, parentId=4c091d6de351de1b, timestamp=1516934006712000, }
{traceId=e3eb6990a3b4388c, spanId=78453d9e949f0b87, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":10,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-station-service":5,"ts-route-service":10}, event=ts-station-service.StationController.exist, type=sr, parentId=4c091d6de351de1b, timestamp=1516934006714000, }
{traceId=e3eb6990a3b4388c, spanId=78453d9e949f0b87, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":10,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-station-service":6,"ts-route-service":10}, dest=ts-basic-service, event=ts-station-service.StationController.exist, type=ss, parentId=4c091d6de351de1b, timestamp=1516934006717000, }
{traceId=e3eb6990a3b4388c, spanId=78453d9e949f0b87, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":11,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-station-service":6,"ts-route-service":10}, event=ts-basic-service.BasicController.queryForTravel, type=cr, parentId=4c091d6de351de1b, timestamp=1516934006719000, }
{traceId=e3eb6990a3b4388c, spanId=e5f42b0137729597, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":12,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-station-service":6,"ts-route-service":10}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForTravel, type=cs, parentId=4c091d6de351de1b, timestamp=1516934006721000, }
{traceId=e3eb6990a3b4388c, spanId=e5f42b0137729597, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":12,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-station-service":7,"ts-route-service":10}, event=ts-station-service.StationController.exist, type=sr, parentId=4c091d6de351de1b, timestamp=1516934006722500, }
{traceId=e3eb6990a3b4388c, spanId=e5f42b0137729597, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":12,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-station-service":8,"ts-route-service":10}, dest=ts-basic-service, event=ts-station-service.StationController.exist, type=ss, parentId=4c091d6de351de1b, timestamp=1516934006725500, }
{traceId=e3eb6990a3b4388c, spanId=e5f42b0137729597, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":13,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-station-service":8,"ts-route-service":10}, event=ts-basic-service.BasicController.queryForTravel, type=cr, parentId=4c091d6de351de1b, timestamp=1516934006727000, }
{traceId=e3eb6990a3b4388c, spanId=f4ac6f2f2732300f, hostName=ts-basic-service, destName=ts-train-service, host=ts-basic-service, clock={"ts-basic-service":14,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-station-service":8,"ts-route-service":10}, dest=ts-train-service, event=ts-basic-service.BasicController.queryForTravel, type=cs, parentId=4c091d6de351de1b, timestamp=1516934006728000, }
{traceId=e3eb6990a3b4388c, spanId=f4ac6f2f2732300f, hostName=ts-train-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-train-service, clock={"ts-basic-service":14,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-train-service":1,"ts-station-service":8,"ts-route-service":10}, event=ts-train-service.TrainController.retrieve, type=sr, parentId=4c091d6de351de1b, timestamp=1516934006729500, }
{traceId=e3eb6990a3b4388c, spanId=f4ac6f2f2732300f, hostName=ts-train-service, destName=ts-basic-service, host=ts-train-service, clock={"ts-basic-service":14,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-train-service":2,"ts-station-service":8,"ts-route-service":10}, dest=ts-basic-service, event=ts-train-service.TrainController.retrieve, type=ss, parentId=4c091d6de351de1b, timestamp=1516934006734500, }
{traceId=e3eb6990a3b4388c, spanId=f4ac6f2f2732300f, hostName=ts-basic-service, srcName=ts-train-service, src=ts-train-service, host=ts-basic-service, clock={"ts-basic-service":15,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-train-service":2,"ts-station-service":8,"ts-route-service":10}, event=ts-basic-service.BasicController.queryForTravel, type=cr, parentId=4c091d6de351de1b, timestamp=1516934006736000, }
{traceId=e3eb6990a3b4388c, spanId=3ce456774370edfd, hostName=ts-basic-service, destName=ts-route-service, host=ts-basic-service, clock={"ts-basic-service":16,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-train-service":2,"ts-station-service":8,"ts-route-service":10}, dest=ts-route-service, event=ts-basic-service.BasicController.queryForTravel, type=cs, parentId=4c091d6de351de1b, timestamp=1516934006737000, }
{traceId=e3eb6990a3b4388c, spanId=3ce456774370edfd, hostName=ts-route-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-route-service, clock={"ts-basic-service":16,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-train-service":2,"ts-station-service":8,"ts-route-service":11}, event=ts-route-service.RouteController.queryById, type=sr, parentId=4c091d6de351de1b, timestamp=1516934006738500, }
{traceId=e3eb6990a3b4388c, spanId=3ce456774370edfd, hostName=ts-route-service, destName=ts-basic-service, host=ts-route-service, clock={"ts-basic-service":16,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-train-service":2,"ts-station-service":8,"ts-route-service":12}, dest=ts-basic-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=4c091d6de351de1b, timestamp=1516934006741500, }
{traceId=e3eb6990a3b4388c, spanId=3ce456774370edfd, hostName=ts-basic-service, srcName=ts-route-service, src=ts-route-service, host=ts-basic-service, clock={"ts-basic-service":17,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-train-service":2,"ts-station-service":8,"ts-route-service":12}, event=ts-basic-service.BasicController.queryForTravel, type=cr, parentId=4c091d6de351de1b, timestamp=1516934006743000, }
{traceId=e3eb6990a3b4388c, spanId=21d928496d526928, hostName=ts-basic-service, destName=ts-price-service, host=ts-basic-service, clock={"ts-basic-service":18,"ts-ticketinfo-service":10,"ts-travel-service":16,"ts-train-service":2,"ts-station-service":8,"ts-route-service":12}, dest=ts-price-service, event=ts-basic-service.BasicController.queryForTravel, type=cs, parentId=4c091d6de351de1b, timestamp=1516934006745000, }
{traceId=e3eb6990a3b4388c, spanId=21d928496d526928, hostName=ts-price-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-price-service, clock={"ts-basic-service":18,"ts-ticketinfo-service":10,"ts-price-service":1,"ts-travel-service":16,"ts-train-service":2,"ts-station-service":8,"ts-route-service":12}, event=ts-price-service.PriceController.query, type=sr, parentId=4c091d6de351de1b, timestamp=1516934006746500, }
{traceId=e3eb6990a3b4388c, spanId=21d928496d526928, hostName=ts-price-service, destName=ts-basic-service, host=ts-price-service, clock={"ts-basic-service":18,"ts-ticketinfo-service":10,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-station-service":8,"ts-route-service":12}, dest=ts-basic-service, event=ts-price-service.PriceController.query, type=ss, parentId=4c091d6de351de1b, timestamp=1516934006751500, }
{traceId=e3eb6990a3b4388c, spanId=21d928496d526928, hostName=ts-basic-service, srcName=ts-price-service, src=ts-price-service, host=ts-basic-service, clock={"ts-basic-service":19,"ts-ticketinfo-service":10,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-station-service":8,"ts-route-service":12}, event=ts-basic-service.BasicController.queryForTravel, type=cr, parentId=4c091d6de351de1b, timestamp=1516934006753000, }
{traceId=e3eb6990a3b4388c, spanId=9e5610d1a4c82484, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":20,"ts-ticketinfo-service":10,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-station-service":8,"ts-route-service":12}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForTravel, type=cs, parentId=4c091d6de351de1b, timestamp=1516934006755000, }
{traceId=e3eb6990a3b4388c, spanId=9e5610d1a4c82484, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":20,"ts-ticketinfo-service":10,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-station-service":9,"ts-route-service":12}, event=ts-station-service.StationController.queryForId, type=sr, parentId=4c091d6de351de1b, timestamp=1516934006756000, }
{traceId=e3eb6990a3b4388c, spanId=9e5610d1a4c82484, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":20,"ts-ticketinfo-service":10,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-station-service":10,"ts-route-service":12}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=4c091d6de351de1b, timestamp=1516934006760000, }
